# para-NH2D partition function retrieved from CDMS query (copied from xsams file)
# T [K] Q 
1.072 	3.0000030662506094
1.148 	3.0000082488736806
1.23 	3.000020944173544
1.318 	3.0000501137709272
1.413 	3.0001139647684765
1.514 	3.0002442746190026
1.622 	3.0004980735208338
1.738 	3.00097250370429
1.862 	3.0018183862638246
1.995 	3.003272934526954
2.138 	3.005692631523376
2.291 	3.009564893512339
2.455 	3.0155774321749047
2.63 	3.0245935654542104
2.725 	3.030787804403206
2.818 	3.0378321103512698
3.02 	3.0567906901016406
3.236 	3.083158511769634
3.467 	3.11898539599167
3.715 	3.1668123823232395
3.981 	3.2293342995959318
4.266 	3.309437832267417
4.571 	3.410115826677282
4.898 	3.5347811968938982
5.0 	3.5770951967013005
5.248 	3.6865211743744766
5.623 	3.8687821531083824
6.026 	4.085566742723156
6.457 	4.33918619187373
6.918 	4.632808054848431
7.413 	4.970960451599036
7.943 	5.3562569607072135
8.511 	5.792745031742049
9.12 	6.284733298765424
9.375 	6.497461221665755
9.772 	6.835991872696724
10.471 	7.452339771715458
11.22 	8.139264147203237
12.023 	8.903733341153178
12.882 	9.751401257362883
13.804 	10.69356148185389
14.791 	11.737302557506364
15.849 	12.894633850916886
16.982 	14.176333944827448
18.197 	15.59753494569696
18.75 	16.259919062417737
19.498 	17.17095858825771
20.893 	18.915238161651192
22.387 	20.846593416975413
23.988 	22.986387240265568
25.704 	25.357634084516018
27.542 	27.98362696093045
29.512 	30.893779219691904
31.623 	34.11824393092123
33.884 	37.68937150429934
36.308 	41.64844960720806
37.5 	43.643495863249065
38.905 	46.03491234413915
41.687 	50.89451139430671
44.668 	56.28003465052341
47.863 	62.25018501450632
51.286 	68.86616610638137
54.954 	76.1996864484481
58.884 	84.32788599802866
63.096 	93.34011703391806
67.608 	103.32806852194297
72.444 	114.40394498472064
75.0 	120.40862227574125
77.625 	126.68146933858051
83.176 	140.29251487123338
89.125 	155.38660093761507
95.499 	172.12201526148868
102.329 190.67971099800928
109.648 211.26002444806468
117.49 	234.08135005655802
125.893 259.3905480852638
134.896 287.4563068008412
144.544 318.5869780879948
150.0 	336.6609231324881
154.882 353.11455139051697
165.959 391.4098548856263
177.828 433.88615800235664
190.546 481.00302615703333
204.174 533.2704392476804
218.776 591.2491462912836
225.0 	616.5671908893039
234.423 655.5713591662717
251.189 726.9305782135973
269.153 806.0951832828711
288.403 893.9334580922736
300.0 	948.3105716399592
309.03 	991.3949196261478
331.131 1099.5310939516792
354.813 1219.5249153706043
380.189 1352.6823965150356
407.38 	1500.453899974335
436.516 1664.4526810823536
467.735 1846.4636493763064
500.0 	2041.1929976246088
501.187 2048.482551997704
537.032 2272.7231011625518
575.44 	2521.6358045785028
616.595 2797.9550211439214
660.693 3104.710122648173
707.946 3445.278439462596
758.578 3823.3838470866776
812.831 4243.167477553813
870.964 4709.210130460553
933.254 5226.56830062563
